,Incident.month,Incident.year,Victim.injury,State,Latitude,Longitude,Site.category,Shark.length.m,Provoked/unprovoked,No.sharks,Victim.activity,Present.at.time.of.bite,Shark.behaviour,Injury.location,Injury.severity,Victim.gender,Victim.age,Diversionary.action.taken,Time.of.incident,Data.source,Shark.name
"441,12,1951,fatal,NSW,-32.93333333333333,151.75,coastal,2.4,unprovoked,1,swimming,['swimming'],bit victim ,""['arm', 'torso', 'leg']"",major lacerations,M,21.0,Unknown,1600.0,media outlet,white shark (Carcharodon carcharias)"
442,12,1951,uninjured,NSW,-33.36666666666667,151.43333333333334,coastal,3.7,unprovoked,1,boarding,[],bumped ski from below,['uninjured'],Unknown,M,32.0,climbed back onto the surf ski & paddled to shore,Unknown,media outlet,white shark (Carcharodon carcharias)
"443,1,1952,injured,NSW,-29.1,153.43333333333334,coastal,2.4,unprovoked,1,boarding,['boarding'],bit victim on leg,""['foot', 'calf']"",minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
444,2,1952,uninjured,QLD,-19.25,146.81666666666666,deep_coast,Unknown,provoked,1,Unknown,['catch'],bit victims trouser leg,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
"445,5,1952,injured,WA,-35.06666666666667,117.05,coastal,Unknown,provoked,1,fishing,""['fishing', 'cleaning']"",bit fish & fingers,""['arm', 'hand']"",abrasion,M,Unknown,Unknown,Unknown,book,wobbegong (Orectolobidae)"
446,11,1952,injured,VIC,-38.38333333333333,145.15,coastal,1.8,unprovoked,1,swimming,[],grazed by close pass,['torso'],abrasion,M,23.0,hit shark on nose,Unknown,media outlet,white shark (Carcharodon carcharias)
"447,12,1952,injured,SA,-38.016666666666666,140.56666666666666,coastal,2.5,provoked,1,fishing,""['fishing', 'catch']"",bit victim on leg,['thigh'],major lacerations,M,25.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
"448,2,1953,injured,NSW,-33.86666666666667,151.2,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on leg - knee,['leg'],major lacerations,M,Unknown,hit shark with knife,Unknown,book,wobbegong (Orectolobidae)"
"449,2,1953,injured,NSW,-34.56666666666667,150.86666666666667,coastal,1.8,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victims face mask,['head'],other: teeth marks,M,25.0,pushed at shark,Unknown,media outlet,wobbegong (Orectolobidae)"
"450,2,1953,injured,NSW,-33.71666666666667,151.3,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on foot,['foot'],minor lacerations,M,Unknown,Unknown,Unknown,book,wobbegong (Orectolobidae)"
"451,3,1953,injured,NSW,-33.733333333333334,151.3,coastal,4.0,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on arm,['arm'],minor lacerations,M,23.0,pushed spear gun into sharks mouth,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
452,12,1953,uninjured,NSW,-33.93333333333333,151.25,coastal,3.7,unprovoked,1,swimming,[],swam towards victim,['uninjured'],Unknown,M,26.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
"453,12,1953,injured,NSW,-33.93333333333333,151.25,coastal,3.7,unprovoked,1,swimming,['swimming'],bumped & grazed victim,""['arm', 'leg']"",abrasion,M,26.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
454,12,1953,injured,QLD,-28.116666666666667,153.46666666666667,coastal,Unknown,unprovoked,1,swimming,['swimming'],bumped into victim,['torso'],surface wound,M,16.0,kicked shark,1200.0,media outlet,white shark (Carcharodon carcharias)
"455,1,1954,injured,SA,-38.05,140.7,coastal,Unknown,provoked,1,Unknown,[],bit victim on hand,""['arm', 'hand']"",minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
"456,1,1954,injured,QLD,-10.233333333333333,142.48333333333332,island,1.6,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on arm,['arm'],major lacerations,F,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"457,1,1954,injured,NSW,-33.45,151.43333333333334,coastal,Unknown,unprovoked,1,swimming,""['baitfish', 'Nearby shark/s']"",chasing bait fish,['arm'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,whaler shark (Carcharhinidae)"
458,2,1954,fatal,NSW,-33.333333333333336,151.5,coastal,Unknown,unprovoked,1,swimming,[],bit victim on leg,['thigh'],major lacerations,M,23.0,Unknown,1715.0,media outlet,white shark (Carcharodon carcharias)
"459,6,1954,injured,QLD,-16.916666666666668,145.99445,island,2.4,provoked,1,snorkeling,[],bit victim on shoulder,""['arm', 'shoulder']"",major lacerations,M,30.0,hit shark on nose several times,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"460,9,1954,fatal,QLD,-9.583333333333334,143.76666666666668,island,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim,[],major lacerations,M,Unknown,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"461,1,1955,fatal,NSW,-33.81666666666667,151.25,deep_coast,4.0,provoked,1,spearfishing,""['swimming', 'fishing', 'spearfishing', 'Nearby shark/s']"",bit victim ,""['hand', 'leg']"",major lacerations,M,13.0,Unknown,1500.0,media outlet,bull shark (Carcharhinus leucas)"
462,2,1955,fatal,NSW,-33.78333333333333,151.21666666666667,deep_coast,3.6,unprovoked,1,swimming,[],bit victim on leg,['leg'],major lacerations,M,25.0,Unknown,1400.0,media outlet,bull shark (Carcharhinus leucas)
463,3,1955,fatal,NSW,-33.416666666666664,151.45,coastal,Unknown,unprovoked,1,swimming,[],bit victim on body,['unrecovered_body'],Unknown,M,22.0,Unknown,1800.0,media outlet,white shark (Carcharodon carcharias)
"464,10,1955,injured,QLD,-17.933333333333334,145.93333333333334,island,1.8,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",captured shark bit victim,""['arm', 'hand']"",minor lacerations,M,28.0,pushed shark away,1500.0,media outlet,wobbegong (Orectolobidae)"
465,1,1956,injured,QLD,-17.716666666666665,146.4,island,5.0,provoked,1,snorkeling,[],swam between legs of victim,['leg'],minor lacerations,M,18.0,pushed shark between his legs,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
466,2,1956,fatal,QLD,-21.116666666666667,149.15,river,Unknown,unprovoked,1,swimming,['swimming'],bit victim on leg,['leg'],major lacerations,M,14.0,Unknown,1100.0,government report,bull shark (Carcharhinus leucas)
467,2,1956,injured,VIC,-38.43333333333333,145.23333333333332,coastal,0.9,unprovoked,1,swimming,[],bit leg,['leg'],minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"468,2,1956,uninjured,VIC,-37.96666666666667,145.0,coastal,3.6,provoked,1,spearfishing,""['fishing', 'spearfishing']"",swam towards victim,['uninjured'],Unknown,M,19.0,jabbed spear at sharks eye,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
"469,3,1956,uninjured,WA,-32.13333333333333,115.73333333333333,coastal,Unknown,unprovoked,1,diving,""['baitfish', 'artificial_lights']"",tore wetsuit,['uninjured'],Unknown,M,25.0,speared shark,2155.0,media outlet,whaler shark (Carcharhinidae)"
470,3,1956,fatal,VIC,-38.333333333333336,144.7,coastal,4.0,unprovoked,1,swimming,['swimming'],bit victim on body,['torso'],major lacerations,M,26.0,punched and kicked shark,1700.0,media outlet,white shark (Carcharodon carcharias)
471,5,1956,injured,QLD,-10.583333333333334,142.21666666666667,island,Unknown,provoked,1,snorkeling,[],Unknown,[],major lacerations,M,Unknown,Unknown,Unknown,book,tiger shark (Galeocerdo cuvier)
472,8,1956,injured,QLD,-28.0,153.41666666666666,coastal,1.2,provoked,1,diving,[],bit  victim on arm,['arm'],other: teeth marks,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
473,1,1957,uninjured,NSW,-28.633333333333333,153.61666666666667,coastal,Unknown,unprovoked,1,boarding,[],bit surfboard,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
474,2,1957,fatal,WA,-16.383333333333333,122.91666666666667,coastal,Unknown,unprovoked,1,swimming,[],Unknown,[],Unknown,M,Unknown,Unknown,Unknown,book,tiger shark (Galeocerdo cuvier)
475,4,1957,injured,NSW,-32.93333333333333,151.75,coastal,Unknown,unprovoked,1,swimming,[],bit victim on foot,['foot'],minor lacerations,M,15.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"476,4,1957,injured,QLD,-10.566666666666666,142.21666666666667,deep_coast,Unknown,provoked,1,swimming,['baiting'],bit victim on arm,""['arm', 'shoulder']"",major lacerations,M,22.0,gouged sharks eye,1400.0,media outlet,tiger shark (Galeocerdo cuvier)"
"477,5,1957,injured,NSW,-32.68333333333333,152.18333333333334,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg - thigh,['thigh'],minor lacerations,M,28.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)"
478,7,1957,injured,QLD,-10.583333333333334,142.21666666666667,island,3.0,provoked,1,snorkeling,[],bit  victim on arm,['arm'],major lacerations,M,36.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
479,1,1958,injured,NSW,-28.533333333333335,153.55,coastal,Unknown,unprovoked,1,swimming,['swimming'],bit foot,['foot'],other: teeth marks,M,14.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)
"480,1,1958,injured,NSW,-35.2,150.55,coastal,3.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg,['leg'],minor lacerations,M,17.0,hit shark with fist & feet,Unknown,media outlet,white shark (Carcharodon carcharias)"
481,2,1958,uninjured,NSW,-33.05,151.63333333333333,deep_coast,3.1,provoked,1,fishing,['catch'],swam past victim,['uninjured'],Unknown,M,Unknown,hit shark with prawn scoop,Unknown,media outlet,bull shark (Carcharhinus leucas)
"482,3,1958,fatal,QLD,-9.75,143.4,island,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victim on leg,['leg'],major lacerations,M,24.0,hit shark with hands,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
"483,3,1958,uninjured,VIC,-38.21666666666667,145.01666666666668,coastal,2.2,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit half of victims flipper off,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
"484,9,1958,injured,NSW,-32.71666666666667,152.16666666666666,coastal,1.8,provoked,1,spearfishing,""['fishing', 'spearfishing']"",Unknown,""['arm', 'hand']"",minor lacerations,M,Unknown,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
485,11,1958,fatal,QLD,-28.0,153.41666666666666,coastal,Unknown,unprovoked,1,swimming,[],Unknown,['torso'],major lacerations,M,22.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
486,1,1959,injured,WA,-31.95,115.85,river,1.5,provoked,1,fishing,['artificial_lights'],struck victim with tail,['calf'],abrasion,M,20.0,Unknown,Unknown,media outlet,bull shark (Carcharhinus leucas)
487,1,1959,injured,QLD,-26.666666666666668,153.11666666666667,coastal,1.8,unprovoked,1,swimming,['swimming'],bit victim on foot,['foot'],minor lacerations,M,18.0,pulled foot from sharks mouth,920.0,government report,wobbegong (Orectolobidae)
488,1,1959,fatal,TAS,-43.15,147.85,coastal,Unknown,unprovoked,1,swimming,['swimming'],bit victim on body,['unrecovered_body'],Unknown,M,22.0,Unknown,1630.0,media outlet,white shark (Carcharodon carcharias)
489,1,1959,injured,TAS,-39.85,143.83333333333334,island,Unknown,unprovoked,1,boating,[],grazed leg,['leg'],abrasion,M,16.0,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
"490,4,1959,uninjured,NSW,-34.3,150.91666666666666,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit swim fin,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,book,whaler shark (Carcharhinidae)"
"491,4,1959,injured,QLD,-10.583333333333334,142.21666666666667,island,1.8,provoked,1,Unknown,['catch'],bit victim on hand,""['arm', 'hand']"",major lacerations,M,43.0,pushed shark ,Unknown,media outlet,tiger shark (Galeocerdo cuvier)"
492,4,1959,unknown,NSW,-33.95,151.25,coastal,Unknown,Unknown,Unknown,Unknown,[],Unknown,[],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,unknown (Unknown)
493,11,1959,injured,QLD,-28.016666666666666,153.43333333333334,coastal,4.5,provoked,1,swimming,['swimming'],bit victim on leg,['leg'],major lacerations,M,19.0,Unknown,1100.0,media outlet,tiger shark (Galeocerdo cuvier)
494,11,1959,injured,VIC,-38.45,144.08333333333334,coastal,4.0,unprovoked,1,swimming,['swimming'],bit victim ,['leg'],major lacerations,M,19.0,Unknown,1430.0,book,white shark (Carcharodon carcharias)
495,12,1959,fatal,QLD,-27.433333333333334,153.16666666666666,coastal,Unknown,unprovoked,Unknown,swimming,['boating'],Unknown,[],major lacerations,M,29.0,Unknown,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
496,12,1959,uninjured,QLD,-27.233333333333334,153.1,coastal,3.6,provoked,1,boarding,['boarding'],circled victim on ski,['uninjured'],Unknown,M,Unknown,hit shark with paddle,Unknown,media outlet,tiger shark (Galeocerdo cuvier)
"497,1,1960,injured,VIC,-37.983333333333334,145.01666666666668,coastal,2.5,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit speared fish,['head'],minor lacerations,M,Unknown,fended off with spear gun,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
"498,1,1960,fatal,NSW,-33.766666666666666,151.2,river,3.3,unprovoked,1,snorkeling,""['snorkelling', 'fishing', 'baitfish']"",bit victim on leg,['leg'],major lacerations,M,13.0,Unknown,1530.0,media outlet,bull shark (Carcharhinus leucas)"
"499,4,1960,injured,VIC,-38.166666666666664,145.06666666666666,island,1.5,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit speared fish,['head'],minor lacerations,M,Unknown,fended off with spear gun,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
"500,4,1960,injured,NSW,-30.866666666666667,153.03333333333333,coastal,3.7,unprovoked,1,swimming,['swimming'],attempted to bite arm,""['arm', 'torso']"",abrasion,M,17.0,pulled arm away from shark,Unknown,media outlet,white shark (Carcharodon carcharias)"
"501,4,1960,uninjured,NSW,-32.6,152.31666666666666,coastal,3.6,provoked,1,spearfishing,""['snorkelling', 'fishing', 'spearfishing']"",bit spear held on victim,['uninjured'],Unknown,M,Unknown,push spear in sharks mouth,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
"502,11,1960,injured,QLD,-21.133333333333333,149.2,coastal,0.9,unprovoked,1,swimming,['swimming'],bit victim on shoulder,""['arm', 'shoulder']"",minor lacerations,M,44.0,kick at shark,1445.0,media outlet,whaler shark (Carcharhinidae)"
"503,11,1960,injured,WA,-34.21666666666667,115.01666666666667,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing']"",bit victims arm,['arm'],abrasion,M,24.0,Unknown,Unknown,media outlet,wobbegong (Orectolobidae)"
504,12,1960,injured,NSW,-33.78333333333333,151.28333333333333,coastal,3.0,unprovoked,1,swimming,['swimming'],swam towards victim,['torso'],abrasion,F,27.0,swam to shore,Unknown,media outlet,whaler shark (Carcharhinidae)
505,12,1960,injured,QLD,-27.366666666666667,153.15,river,1.0,unprovoked,1,swimming,['fishing'],bit thigh,['thigh'],minor lacerations,M,33.0,Unknown,900.0,book,bull shark (Carcharhinus leucas)
506,1,1961,injured,NSW,-30.633333333333333,153.18333333333334,ocean,1.3,provoked,1,swimming,['catch'],bit victim on throat,['head'],minor lacerations,M,40.0,Unknown,Unknown,media outlet,dogfish (Squalidae)
507,2,1961,injured,VIC,-38.266666666666666,145.01666666666668,coastal,Unknown,unprovoked,1,swimming,[],Unknown,[],abrasion,F,Unknown,Unknown,Unknown,book,wobbegong (Orectolobidae)
"508,2,1961,uninjured,WA,-32.11666666666667,115.65,island,2.7,provoked,1,spearfishing,""['fishing', 'spearfishing']"",Unknown,['uninjured'],Unknown,M,Unknown,fended off with spear gun,Unknown,book,wobbegong (Orectolobidae)"
"509,3,1961,injured,SA,-34.96666666666667,138.5,coastal,Unknown,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit speared fish,['leg'],abrasion,M,24.0,Unknown,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
510,3,1961,injured,VIC,-38.38333333333333,142.48333333333332,coastal,3.1,unprovoked,1,swimming,['swimming'],bit victim on torso,['torso'],major lacerations,M,21.0,opened jaws with hands twice,1700.0,media outlet,white shark (Carcharodon carcharias)
"511,3,1961,injured,SA,-35.28333333333333,138.43333333333334,coastal,3.6,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg,""['arm', 'leg']"",major lacerations,M,21.0,speared shark,1430.0,media outlet,white shark (Carcharodon carcharias)"
"512,4,1961,uninjured,VIC,-38.46666666666667,145.01666666666668,coastal,2.7,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit fish on weight belt,['uninjured'],Unknown,M,24.0,speared shark,830.0,media outlet,dusky shark (Carcharhinus obscurus)"
"513,12,1961,fatal,QLD,-26.366666666666667,153.08333333333334,coastal,3.0,unprovoked,1,boarding,[],bit victim on leg,""['arm', 'leg']"",major lacerations,M,22.0,Unknown,600.0,book,bull shark (Carcharhinus leucas)"
"514,12,1961,injured,QLD,-21.066666666666666,149.21666666666667,coastal,3.0,unprovoked,1,swimming,[],bit victim ,""['arm', 'hand']"",major lacerations,M,24.0,hit shark on nose,1615.0,media outlet,tiger shark (Galeocerdo cuvier)"
"515,12,1961,fatal,QLD,-21.066666666666666,149.21666666666667,coastal,3.0,unprovoked,1,swimming,[],bit victim on leg - thigh,""['arm', 'thigh']"",major lacerations,F,18.0,Unknown,1615.0,media outlet,tiger shark (Galeocerdo cuvier)"
516,12,1961,injured,QLD,-10.383333333333333,142.28333333333333,island,2.0,unprovoked,1,swimming,['swimming'],bit victim on leg,['leg'],major lacerations,M,17.0,Unknown,1400.0,media outlet,tiger shark (Galeocerdo cuvier)
517,1,1962,injured,NSW,-28.783333333333335,153.58333333333334,coastal,Unknown,unprovoked,1,boarding,[],bit surfboard,['foot'],major lacerations,M,19.0,paddled to shore,Unknown,media outlet,white shark (Carcharodon carcharias)
518,1,1962,uninjured,NSW,-33.733333333333334,151.3,coastal,2.0,unprovoked,1,boarding,[],knocked victim off board,['uninjured'],Unknown,M,Unknown,Unknown,Unknown,media outlet,white shark (Carcharodon carcharias)
519,2,1962,injured,QLD,-28.15,153.53333333333333,coastal,0.6,provoked,1,swimming,[],bit victim on leg,['leg'],other: teeth marks,M,35.0,Unknown,1430.0,government report,wobbegong (Orectolobidae)
"520,11,1962,uninjured,NSW,-33.733333333333334,151.31666666666666,coastal,3.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit spear & tangled in line,['uninjured'],Unknown,M,26.0,pushed spear into mouth of shark,Unknown,media outlet,whaler shark (Carcharhinidae)"
"521,12,1962,fatal,SA,-35.4,138.31666666666666,coastal,3.6,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg,['leg'],major lacerations,M,16.0,fended off with spear gun,1300.0,media outlet,white shark (Carcharodon carcharias)"
522,1,1963,fatal,NSW,-33.78333333333333,151.23333333333332,deep_coast,3.0,unprovoked,1,standing,[],bit victim on leg,['leg'],major lacerations,F,32.0,tried to shake shark off,Unknown,book,bull shark (Carcharhinus leucas)
"523,2,1963,injured,NSW,-34.3,150.93333333333334,coastal,3.0,provoked,1,spearfishing,""['fishing', 'spearfishing', 'baitfish']"",bit victim on leg,['calf'],minor lacerations,M,18.0,Unknown,Unknown,media outlet,bronze whaler shark (Carcharhinus brachyurus)"
